word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza
",",O,O,O,O,O,O
en,O,O,O,O,O,O
geluijd,O,O,O,O,O,O
van,O,O,O,O,O,O
trommen,O,O,O,O,O,O
",",O,O,O,O,O,O
trompetten,O,O,O,O,O,O
ensz,O,O,O,O,O,O
:,O,O,O,O,O,O
in,O,O,O,O,O,O
geselschap,O,O,O,O,O,O
van,O,O,O,O,O,O
alle,O,O,O,O,O,O
de,O,O,O,O,O,O
hofs,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
grooten,O,O,O,O,O,O
Excepto,O,O,O,O,O,O
den,O,O,O,O,O,O
dessave,O,O,O,O,O,O
der,O,O,O,O,O,O
3,O,O,O,O,O,O
.,O,O,O,O,O,O
en,O,O,O,O,O,O
7,O,O,O,O,O,O
.,O,O,O,O,O,O
corles,O,O,O,O,O,O
die,O,O,O,O,O,O
tot,O,O,O,O,O,O
voortschikking,O,O,O,O,O,O
der,O,O,O,O,O,O
bagage,O,O,O,O,O,O
agterbleef,O,O,O,O,O,O
eene,O,O,O,O,O,O
en,O,O,O,O,O,O
pen,O,O,O,O,O,O
agter,O,O,O,O,O,O
bleef,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
quamen,O,O,O,O,O,O
',O,O,O,O,O,O
s,O,O,O,O,O,O
avonds,O,O,O,O,O,O
ten,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
u,O,O,O,O,O,O
onder,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
doen,O,O,O,O,O,O
van,O,O,O,O,O,O
gelijke,O,O,O,O,O,O
schooten,O,O,O,O,O,O
op,O,O,O,O,O,O
roeam,O,O,O,O,O,O
van,O,O,O,O,O,O
waar,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
des,O,O,O,O,O,O
anderen,O,O,O,O,O,O
daags,O,O,O,O,O,O
",",O,O,O,O,O,O
of,O,O,O,O,O,O
Den,O,O,O,O,O,O
12,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
Maart,O,O,O,O,O,O
Donderdag,O,O,O,O,O,O
voor,O,O,O,O,O,O
de,O,O,O,O,O,O
middag,O,O,O,O,O,O
om,O,O,O,O,O,O
10,O,O,O,O,O,O
.,O,O,O,O,O,O
uuren,O,O,O,O,O,O
wede,O,O,O,O,O,O
„,O,O,O,O,O,O
rom,O,O,O,O,O,O
in,O,O,O,O,O,O
zelver,O,O,O,O,O,O
voegen,O,O,O,O,O,O
vertrocken,O,O,O,O,O,O
",",O,O,O,O,O,O
arive,O,O,O,O,O,O
00,O,O,O,O,O,O
„,O,O,O,O,O,O
rende,O,O,O,O,O,O
savonds,O,O,O,O,O,O
de,O,O,O,O,O,O
klokke,O,O,O,O,O,O
halvses,O,O,O,O,O,O
uren,O,O,O,O,O,O
on,O,O,O,O,O,O
Kebellegaharoepe,O,O,O,O,O,O
alwaar,O,O,O,O,O,O
ons,O,O,O,O,O,O
den,O,O,O,O,O,O
dessave,O,O,O,O,O,O
der,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
corles,O,O,O,O,O,O
in,O,O,O,O,O,O
name,O,O,O,O,O,O
Doembere,O,O,O,O,O,O
ratte,O,O,O,O,O,O
ra,O,O,O,O,O,O
„,O,O,O,O,O,O
hami,O,O,O,O,O,O
",",O,O,O,O,O,O
een,O,O,O,O,O,O
endweegs,O,O,O,O,O,O
",",O,O,O,O,O,O
meer,O,O,O,O,O,O
als,O,O,O,O,O,O
ordinair,O,O,O,O,O,O
te,O,O,O,O,O,O
gemoed,O,O,O,O,O,O
quam,O,O,O,O,O,O
en,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
volgende,O,O,O,O,O,O
state,O,O,O,O,O,O
recipieerde,O,O,O,O,O,O
",",O,O,O,O,O,O
te,O,O,O,O,O,O
weten,O,O,O,O,O,O
13,O,O,O,O,O,O
.,O,O,O,O,O,O
sprinkhanen,An,Org,Petrified,An,Org,Sym
24,O,O,O,O,O,O
.,O,O,O,O,O,O
fuseliers,O,O,O,O,O,O
110,O,O,O,O,O,O
.,O,O,O,O,O,O
piekeniers,O,O,O,O,O,O
10,O,O,O,O,O,O
.,O,O,O,O,O,O
boogschutters,O,O,O,O,O,O
2,O,O,O,O,O,O
.,O,O,O,O,O,O
groote,O,O,O,O,O,O
en,O,O,O,O,O,O
18,O,O,O,O,O,O
.,O,O,O,O,O,O
kleene,O,O,O,O,O,O
vaandels,O,O,O,O,O,O
.,O,O,O,O,O,O
eenige,O,O,O,O,O,O
tamblinherosen,O,O,O,O,O,O
schalmij,O,O,O,O,O,O
blasa,O,O,O,O,O,O
doende,O,O,O,O,O,O
onder,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
bergen,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
brief,O,O,O,O,O,O
20,O,O,O,O,O,O
.,O,O,O,O,O,O
eerschot,O,O,O,O,O,O
bevl,O,O,O,O,O,O
Den,O,O,O,O,O,O
608,O,O,O,O,O,O
8,O,O,O,O,O,O
bbl,O,O,O,O,O,O
Den,O,O,O,O,O,O
13,O,O,O,O,O,O
:,O,O,O,O,O,O
e,O,O,O,O,O,O
Maart,O,O,O,O,O,O
Vrijdag,O,O,O,O,O,O
verliten,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
selfde,O,O,O,O,O,O
tijd,O,O,O,O,O,O
en,O,O,O,O,O,O
in,O,O,O,O,O,O
gelijker,O,O,O,O,O,O
voegen,O,O,O,O,O,O
kebellegaharoope,O,O,O,O,O,O
",",O,O,O,O,O,O
onder,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
Lossen,O,O,O,O,O,O
van,O,O,O,O,O,O
15,O,O,O,O,O,O
.,O,O,O,O,O,O
sprinkhanen,An,Org,Petrified,An,Org,Sym
",",O,O,O,O,O,O
tot,O,O,O,O,O,O
voortzenden,O,O,O,O,O,O
der,O,O,O,O,O,O
bagage,O,O,O,O,O,O
agterlatende,O,O,O,O,O,O
den,O,O,O,O,O,O
dessave,O,O,O,O,O,O
der,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
in,O,O,O,O,O,O
„,O,O,O,O,O,O
van,O,O,O,O,O,O
die,O,O,O,O,O,O
steede,O,O,O,O,O,O
„,O,O,O,O,O,O
der,O,O,O,O,O,O
3,O,O,O,O,O,O
.,O,O,O,O,O,O
en,O,O,O,O,O,O
7,O,O,O,O,O,O
.,O,O,O,O,O,O
corles,O,O,O,O,O,O
en,O,O,O,O,O,O
quamen,O,O,O,O,O,O
savonds,O,O,O,O,O,O
ten,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
uren,O,O,O,O,O,O
op,O,O,O,O,O,O
hittimoele,O,O,O,O,O,O
alwaar,O,O,O,O,O,O
wij,O,O,O,O,O,O
met,O,O,O,O,O,O
12,O,O,O,O,O,O
.,O,O,O,O,O,O
schooten,O,O,O,O,O,O
verwellekomt,O,O,O,O,O,O
wierden,O,O,O,O,O,O
.,O,O,O,O,O,O
zo,O,O,O,O,O,O
als,O,O,O,O,O,O
ook,O,O,O,O,O,O
geschieden,O,O,O,O,O,O
op,O,O,O,O,O,O
.,O,O,O,O,O,O
14,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
d,O,O,O,O,O,O
=,O,O,O,O,O,O
o,O,O,O,O,O,O
Saterdag,O,O,O,O,O,O
",",O,O,O,O,O,O
wanneer,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
om,O,O,O,O,O,O
11,O,O,O,O,O,O
.,O,O,O,O,O,O
uren,O,O,O,O,O,O
hietimoele,O,O,O,O,O,O
verlatende,O,O,O,O,O,O
de,O,O,O,O,O,O
reijse,O,O,O,O,O,O
naar,O,O,O,O,O,O
attapitti,O,O,O,O,O,O
voort,O,O,O,O,O,O
setteden,O,O,O,O,O,O
komende,O,O,O,O,O,O
aldaar,O,O,O,O,O,O
des,O,O,O,O,O,O
avonds,O,O,O,O,O,O
ten,O,O,O,O,O,O
„,O,O,O,O,O,O
5,O,O,O,O,O,O
uren,O,O,O,O,O,O
nevens,O,O,O,O,O,O
al,O,O,O,O,O,O
ons,O,O,O,O,O,O
gevolg,O,O,O,O,O,O
/,O,O,O,O,O,O
:,O,O,O,O,O,O
gode,O,O,O,O,O,O
zij,O,O,O,O,O,O
loff,O,O,O,O,O,O
:,O,O,O,O,O,O
),O,O,O,O,O,O
in,O,O,O,O,O,O
goede,O,O,O,O,O,O
gesondheijd,O,O,O,O,O,O
.,O,O,O,O,O,O
zo,O,O,O,O,O,O
als,O,O,O,O,O,O
wij,O,O,O,O,O,O
de,O,O,O,O,O,O
eere,O,O,O,O,O,O
ge,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
had,O,O,O,O,O,O
hebben,O,O,O,O,O,O
uwel,O,O,O,O,O,O
Ed,O,O,O,O,O,O
:,O,O,O,O,O,O
groot,O,O,O,O,O,O
agtb,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
een,O,O,O,O,O,O
en,O,O,O,O,O,O
ander,O,O,O,O,O,O
",",O,O,O,O,O,O
des,O,O,O,O,O,O
volgenden,O,O,O,O,O,O
daags,O,O,O,O,O,O
.,O,O,O,O,O,O
15,O,O,O,O,O,O
.,O,O,O,O,O,O
d,O,O,O,O,O,O
=,O,O,O,O,O,O
o,O,O,O,O,O,O
sondag,O,O,O,O,O,O
bij,O,O,O,O,O,O
brieve,O,O,O,O,O,O
te,O,O,O,O,O,O
communiceeren,O,O,O,O,O,O
16,O,O,O,O,O,O
.,O,O,O,O,O,O
d,O,O,O,O,O,O
=,O,O,O,O,O,O
o,O,O,O,O,O,O
Maandag,O,O,O,O,O,O
niets,O,O,O,O,O,O
verrigt,O,O,O,O,O,O
17,O,O,O,O,O,O
.,O,O,O,O,O,O
d,O,O,O,O,O,O
=,O,O,O,O,O,O
o,O,O,O,O,O,O
Dingsdag,O,O,O,O,O,O
',O,O,O,O,O,O
savonds,O,O,O,O,O,O
arriveerden,O,O,O,O,O,O
alhier,O,O,O,O,O,O
(,O,O,O,O,O,O
uijt,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
hof,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
hof,O,O,O,O,O,O
twee,O,O,O,O,O,O
stux,O,O,O,O,O,O
Edelen,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
.,O,O,O,O,O,O
Dehigamme,O,O,O,O,O,O
Nanaikare,O,O,O,O,O,O
mohotiaar,O,O,O,O,O,O
en,O,O,O,O,O,O
Hoelangamoewe,O,O,O,O,O,O
mohandiram,O,O,O,O,O,O
met,O,O,O,O,O,O
een,O,O,O,O,O,O
gevolg,O,O,O,O,O,O
van,O,O,O,O,O,O
10,O,O,O,O,O,O
.,O,O,O,O,O,O
fuseliers,O,O,O,O,O,O
18,O,O,O,O,O,O
.,O,O,O,O,O,O
piekeriers,O,O,O,O,O,O
en,O,O,O,O,O,O
1,O,O,O,O,O,O
.,O,O,O,O,O,O
boog,O,O,O,O,O,O
schutter,O,O,O,O,O,O
die,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
in,O,O,O,O,O,O
Compagnie,O,O,O,O,O,O
der,O,O,O,O,O,O
presente,O,O,O,O,O,O
hofs,O,O,O,O,O,O
grooten,O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
ordinaire,O,O,O,O,O,O
plaatse,O,O,O,O,O,O
verwellekan,O,O,O,O,O,O
en,O,O,O,O,O,O
binnen,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
Logement,O,O,O,O,O,O
gebragt,O,O,O,O,O,O
hebbend,O,O,O,O,O,O
vernamen,O,O,O,O,O,O
syl,O,O,O,O,O,O
:,O,O,O,O,O,O
uijt,O,O,O,O,O,O
ordre,O,O,O,O,O,O
van,O,O,O,O,O,O
zijnen,O,O,O,O,O,O
maijesteijt,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
na,O,O,O,O,O,O
den,O,O,O,O,O,O
toestand,O,O,O,O,O,O
des,O,O,O,O,O,O
keij,O,O,O,O,O,O
„,O,O,O,O,O,O
serl,O,O,O,O,O,O
:,O,O,O,O,O,O
briefs,O,O,O,O,O,O
en,O,O,O,O,O,O
schenkage,O,O,O,O,O,O
goederen,O,O,O,O,O,O
als,O,O,O,O,O,O
na,O,O,O,O,O,O
onse,O,O,O,O,O,O
gezondheijd,O,O,O,O,O,O
en,O,O,O,O,O,O
onthaal,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
gebruijkelijke,O,O,O,O,O,O
wijse,O,O,O,O,O,O
be,O,O,O,O,O,O
-,O,O,O,O,O,O
antwoord,O,O,O,O,O,O
en,O,O,O,O,O,O
sijne,O,O,O,O,O,O
maijesteijt,O,O,O,O,O,O
voor,O,O,O,O,O,O
desselfs,O,O,O,O,O,O
gros,O,O,O,O,O,O
gunsten,O,O,O,O,O,O
en,O,O,O,O,O,O
genoten,O,O,O,O,O,O
deftig,O,O,O,O,O,O
tractement,O,O,O,O,O,O
mitsgaders,O,O,O,O,O,O
haar,O,O,O,O,O,O
E,O,O,O,O,O,O
:,O,O,O,O,O,O
voor,O,O,O,O,O,O
de,O,O,O,O,O,O
genomene,O,O,O,O,O,O
moeijte,O,O,O,O,O,O
bedankt,O,O,O,O,O,O
hebbende,O,O,O,O,O,O
so,O,O,O,O,O,O
sijden,O,O,O,O,O,O
wijders,O,O,O,O,O,O
na,O,O,O,O,O,O
dat,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
haar,O,O,O,O,O,O
insgelijks,O,O,O,O,O,O
na,O,O,O,O,O,O
na,O,O,O,O,O,O
de,O,O,O,O,O,O
gesondheijd,O,O,O,O,O,O
van,O,O,O,O,O,O
sijne,O,O,O,O,O,O
maijesteijt,O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
gesamentlijke,O,O,O,O,O,O
hoofden,O,O,O,O,O,O
gevraagd,O,O,O,O,O,O
hadden,O,O,O,O,O,O
dat,O,O,O,O,O,O
sij,O,O,O,O,O,O
beijden,O,O,O,O,O,O
op,O,O,O,O,O,O
morgen,O,O,O,O,O,O
nevens,O,O,O,O,O,O
drie,O,O,O,O,O,O
stux,O,O,O,O,O,O
",",O,O,O,O,O,O
der,O,O,O,O,O,O
alhier,O,O,O,O,O,O
zijnde,O,O,O,O,O,O
grooten,O,O,O,O,O,O
als,O,O,O,O,O,O
.,O,O,O,O,O,O
den,O,O,O,O,O,O
dessave,O,O,O,O,O,O
der,O,O,O,O,O,O
3,O,O,O,O,O,O
.,O,O,O,O,O,O
en,O,O,O,O,O,O
7,O,O,O,O,O,O
.,O,O,O,O,O,O
Corles,O,O,O,O,O,O
d_o,O,O,O,O,O,O
van,O,O,O,O,O,O
oedepalate,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
Parnagamme,O,O,O,O,O,O
mohandiram,O,O,O,O,O,O
t,O,O,O,O,O,O
',O,O,O,O,O,O
hovewaarts,O,O,O,O,O,O
moesten,O,O,O,O,O,O
retourneren,O,O,O,O,O,O
",",O,O,O,O,O,O
zullende,O,O,O,O,O,O
tot,O,O,O,O,O,O
geselschap,O,O,O,O,O,O
bij,O,O,O,O,O,O
ons,O,O,O,O,O,O
blijven,O,O,O,O,O,O
den,O,O,O,O,O,O
dessave,O,O,O,O,O,O
der,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
corles2,O,O,O,O,O,O
.,O,O,O,O,O,O
moholiaars,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
2,O,O,O,O,O,O
.,O,O,O,O,O,O
mohandirams,O,O,O,O,O,O
tot,O,O,O,O,O,O
dat,O,O,O,O,O,O
sijne,O,O,O,O,O,O
maijesteijt,O,O,O,O,O,O
geliefen,O,O,O,O,O,O
soude,O,O,O,O,O,O
andere,O,O,O,O,O,O
hoofden,O,O,O,O,O,O
afte,O,O,O,O,O,O
senden,O,O,O,O,O,O
om,O,O,O,O,O,O
ons,O,O,O,O,O,O
verder,O,O,O,O,O,O
apwaarts,O,O,O,O,O,O
te,O,O,O,O,O,O
gelijden,O,O,O,O,O,O
",",O,O,O,O,O,O
hier,O,O,O,O,O,O
op,O,O,O,O,O,O
betuijgden,O,O,O,O,O,O
wij,O,O,O,O,O,O
steeds,O,O,O,O,O,O
ge,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
negen,O,O,O,O,O,O
te,O,O,O,O,O,O
sijn,O,O,O,O,O,O
des,O,O,O,O,O,O
keijsers,O,O,O,O,O,O
bevelen,O,O,O,O,O,O
volkomen,O,O,O,O,O,O
te,O,O,O,O,O,O
gehoorsamen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
conduiseerden,O,O,O,O,O,O
hen,O,O,O,O,O,O
tot,O,O,O,O,O,O
buijten,O,O,O,O,O,O
ons,O,O,O,O,O,O
Logement,O,O,O,O,O,O
daar,O,O,O,O,O,O
ze,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
door,O,O,O,O,O,O
de,O,O,O,O,O,O
rijse,O,O,O,O,O,O
vermoeijt,O,O,O,O,O,O
zijnde,O,O,O,O,O,O
een,O,O,O,O,O,O
vrin,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
delijk,O,O,O,O,O,O
afscheijt,O,O,O,O,O,O
namen,O,O,O,O,O,O
en,O,O,O,O,O,O
sig,O,O,O,O,O,O
na,O,O,O,O,O,O
hunne,O,O,O,O,O,O
Logementen,O,O,O,O,O,O
begaven,O,O,O,O,O,O
Den,O,O,O,O,O,O
18,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
Maart,O,O,O,O,O,O
Woensdag,O,O,O,O,O,O
voor,O,O,O,O,O,O
de,O,O,O,O,O,O
middag,O,O,O,O,O,O
quamen,O,O,O,O,O,O
de,O,O,O,O,O,O
delen,O,O,O,O,O,O
leden,O,O,O,O,O,O
lekom,O,O,O,O,O,O
tgeen,O,O,O,O,O,O
de,O,O,O,O,O,O
gesamentlijke,O,O,O,O,O,O
groten,O,O,O,O,O,O
wederom,O,O,O,O,O,O
in,O,O,O,O,O,O
ons,O,O,O,O,O,O
quartier,O,O,O,O,O,O
berigtende,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
ophanden,O,O,O,O,O,O
staande,O,O,O,O,O,O
vertrek,O,O,O,O,O,O
",",O,O,O,O,O,O
der,O,O,O,O,O,O
hier,O,O,O,O,O,O
vooren,O,O,O,O,O,O
gem,O,O,O,O,O,O
:,O,O,O,O,O,O
hoveling,O,O,O,O,O,O
bij,O,O,O,O,O,O
welke,O,O,O,O,O,O
gelegentheijd,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
hen,O,O,O,O,O,O
versogten,O,O,O,O,O,O
om,O,O,O,O,O,O
bij,O,O,O,O,O,O
aankomste,O,O,O,O,O,O
ten,O,O,O,O,O,O
hove,O,O,O,O,O,O
onze,O,O,O,O,O,O
ootm,O,O,O,O,O,O
„,O,O,O,O,O,O
dige,O,O,O,O,O,O
dankbetuijging,O,O,O,O,O,O
aan,O,O,O,O,O,O
zijne,O,O,O,O,O,O
maijesteij,O,O,O,O,O,O
voor,O,O,O,O,O,O
de,O,O,O,O,O,O
genotene,O,O,O,O,O,O
eers,O,O,O,O,O,O
en,O,O,O,O,O,O
guensten,O,O,O,O,O,O
in,O,O,O,O,O,O
des,O,O,O,O,O,O
„,O,O,O,O,O,O
selfs,O,O,O,O,O,O
hoog,O,O,O,O,O,O
vermaarde,O,O,O,O,O,O
Landen,O,O,O,O,O,O
",",O,O,O,O,O,O
aftelegge,O,O,O,O,O,O
als,O,O,O,O,O,O
mede,O,O,O,O,O,O
onze,O,O,O,O,O,O
nedrige,O,O,O,O,O,O
groete,O,O,O,O,O,O
aan,O,O,O,O,O,O
de,O,O,O,O,O,O
heeren,O,O,O,O,O,O
hofsgrooten,O,O,O,O,O,O
welk,O,O,O,O,O,O
versoekz,O,O,O,O,O,O
berijdwillig,O,O,O,O,O,O
aannamen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
met,O,O,O,O,O,O
alle,O,O,O,O,O,O
plegtigheden,O,O,O,O,O,O
des,O,O,O,O,O,O
middags,O,O,O,O,O,O
ten,O,O,O,O,O,O
12,O,O,O,O,O,O
.,O,O,O,O,O,O
uuren,O,O,O,O,O,O
vertrocken,O,O,O,O,O,O
",",O,O,O,O,O,O
tot,O,O,O,O,O,O
welkers,O,O,O,O,O,O
communic,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
tie,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
heden,O,O,O,O,O,O
d,O,O,O,O,O,O
',O,O,O,O,O,O
eere,O,O,O,O,O,O
gehad,O,O,O,O,O,O
hebben,O,O,O,O,O,O
onze,O,O,O,O,O,O
nedrige,O,O,O,O,O,O
letteren,O,O,O,O,O,O
aan,O,O,O,O,O,O
uwel,O,O,O,O,O,O
Ed,O,O,O,O,O,O
:,O,O,O,O,O,O
groot,O,O,O,O,O,O
agtb,O,O,O,O,O,O
:,O,O,O,O,O,O
afte,O,O,O,O,O,O
zenden,O,O,O,O,O,O
bij,O,O,O,O,O,O
de,O,O,O,O,O,O
welke,O,O,O,O,O,O
ook,O,O,O,O,O,O
brede,O,O,O,O,O,O
aangehaald,O,O,O,O,O,O
zijnde,O,O,O,O,O,O
de,O,O,O,O,O,O
redenen,O,O,O,O,O,O
waaromme,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
als,O,O,O,O,O,O
nog,O,O,O,O,O,O
niet,O,O,O,O,O,O
hebben,O,O,O,O,O,O
konnen,O,O,O,O,O,O
voldoen,O,O,O,O,O,O
aan,O,O,O,O,O,O
uwel,O,O,O,O,O,O
Ed,O,O,O,O,O,O
:,O,O,O,O,O,O
groot,O,O,O,O,O,O
agtb,O,O,O,O,O,O
:,O,O,O,O,O,O
ge,O,O,O,O,O,O
-,O,O,O,O,O,O
eerde,O,O,O,O,O,O
recommandatie,O,O,O,O,O,O
hier,O,O,O,O,O,O
vooren,O,O,O,O,O,O
geet,O,O,O,O,O,O
e,O,O,O,O,O,O
lin,O,O,O,O,O,O
vooren,O,O,O,O,O,O
bij,O,O,O,O,O,O
aantekening,O,O,O,O,O,O
van,O,O,O,O,O,O
6,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
deser,O,O,O,O,O,O
tevinden,O,O,O,O,O,O
„,O,O,O,O,O,O
ten,O,O,O,O,O,O
Eijnde,O,O,O,O,O,O
„,O,O,O,O,O,O
discoursive,O,O,O,O,O,O
te,O,O,O,O,O,O
onderscheppen,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
gevoelen,O,O,O,O,O,O
der,O,O,O,O,O,O
hofsgrooten,O,O,O,O,O,O
wegens,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
openen,O,O,O,O,O,O
der,O,O,O,O,O,O
gravetten,O,O,O,O,O,O
;,O,O,O,O,O,O
zo,O,O,O,O,O,O
zullen,O,O,O,O,O,O
w,O,O,O,O,O,O
',O,O,O,O,O,O
ons,O,O,O,O,O,O
tegenswoordig,O,O,O,O,O,O
kortheijds,O,O,O,O,O,O
halven,O,O,O,O,O,O
daar,O,O,O,O,O,O
aan,O,O,O,O,O,O
reverentelijk,O,O,O,O,O,O
:,O,O,O,O,O,O
gedragen,O,O,O,O,O,O
;,O,O,O,O,O,O
den,O,O,O,O,O,O
hier,O,O,O,O,O,O
bij,O,O,O,O,O,O
nog,O,O,O,O,O,O
maar,O,O,O,O,O,O
bekend,O,O,O,O,O,O
stellen,O,O,O,O,O,O
dat,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
getal,O,O,O,O,O,O
der,O,O,O,O,O,O
philanders,O,O,O,An,Org,Lit
heden,O,O,O,O,O,O
agter,O,O,O,O,O,O
„,O,O,O,O,O,O
eene,O,O,O,O,O,O
middag,O,O,O,O,O,O
met,O,O,O,O,O,O
„,O,O,O,O,O,O
Jonkje,O,O,O,O,O,O
vermeerdert,O,O,O,O,O,O
is,O,O,O,O,O,O
geworden,O,O,O,O,O,O
.,O,O,O,O,O,O
ld,O,O,O,O,O,O
roeb,O,O,O,O,O,O
enrs,O,O,O,O,O,O
Den,O,O,O,O,O,O
19,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
Maart,O,O,O,O,O,O
Donderdag,O,O,O,O,O,O
niets,O,O,O,O,O,O
voorgevallen,O,O,O,O,O,O
als,O,O,O,O,O,O
een,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
lijk,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
ontfangen,O,O,O,O,O,O
van,O,O,O,O,O,O
uwel,O,O,O,O,O,O
Ed,O,O,O,O,O,O
:,O,O,O,O,O,O
groot,O,O,O,O,O,O
agtb,O,O,O,O,O,O
:,O,O,O,O,O,O
hoog,O,O,O,O,O,O
ge,O,O,O,O,O,O
-,O,O,O,O,O,O
agte,O,O,O,O,O,O
missive,O,O,O,O,O,O
van,O,O,O,O,O,O
17,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
deser,O,O,O,O,O,O
waar,O,O,O,O,O,O
bij,O,O,O,O,O,O
ons,O,O,O,O,O,O
tot,O,O,O,O,O,O
verheuging,O,O,O,O,O,O
gebleken,O,O,O,O,O,O
en,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
uwel,O,O,O,O,O,O
Ed,O,O,O,O,O,O
:,O,O,O,O,O,O
groot,O,O,O,O,O,O
agtb,O,O,O,O,O,O
:,O,O,O,O,O,O
genomen,O,O,O,O,O,O
besluijt,O,O,O,O,O,O
„,O,O,O,O,O,O
tot,O,O,O,O,O,O
continuatie,O,O,O,O,O,O
in,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
Ceyjlons,O,O,O,O,O,O
hoofd,O,O,O,O,O,O
bestier,O,O,O,O,O,O
tot,O,O,O,O,O,O
de,O,O,O,O,O,O
komste,O,O,O,O,O,O
van,O,O,O,O,O,O
eenen,O,O,O,O,O,O
gou,O,O,O,O,O,O
„,O,O,O,O,O,O
„,O,O,O,O,O,O
verneur,O,O,O,O,O,O
welkers,O,O,O,O,O,O
nedrig,O,O,O,O,O,O
antwoord,O,O,O,O,O,O
",",O,O,O,O,O,O
des,O,O,O,O,O,O
volgendendags,O,O,O,O,O,O
zijnde,O,O,O,O,O,O
20,O,O,O,O,O,O
:,O,O,O,O,O,O
',O,O,O,O,O,O
d,O,O,O,O,O,O
=,O,O,O,O,O,O
